ano;cd_ops;trimestre;receita;despesa;benef
2021;327417;2021Q2;6773361,58;5535961,16;10109,0
2021;327417;2021Q3;6999196,36;5249478,28;10484,0
2021;327417;2021Q4;7153413,42;5900235,37;11120,0
2021;328537;2021Q1;1070208,1;1310480,23;1407,0
2021;328537;2021Q2;1005727,45;1331443,65;1432,0
2021;328537;2021Q3;1100444,91;1894984,62;1610,0
2021;328537;2021Q4;1155566,09;1149821,59;1641,0
2021;344362;2021Q1;3556512,2;2883588,77;3969,0
2021;344362;2021Q2;3520276,57;2504395,15;3737,0
2021;344362;2021Q3;3456697,12;2967610,91;3631,0
2021;344362;2021Q4;3386898,47;3106164,33;3535,0
2021;344800;2021Q1;4107551,89;2824183,19;6798,0
2021;344800;2021Q2;4227172,37;3695401,67;6866,0
2021;344800;2021Q3;4561234,46;4094258,48;6561,0
2021;344800;2021Q4;8285296,16;5103524,63;16633,0
2021;360244;2021Q1;4326442,24;3040317,09;3696,0
2021;360244;2021Q2;4179444,92;3167262,28;3484,0
2021;360244;2021Q3;4071745,91;3353446,28;3292,0
2021;360244;2021Q4;3914842,38;3001793,19;3103,0
2021;363766;2021Q1;13831397,1;9519160,37;15274,0
2021;363766;2021Q2;13852570,89;8902942,14;15371,0
2021;363766;2021Q3;13978480,95;8972505,87;15578,0
2021;363766;2021Q4;14025061,68;9417657,07;15985,0
2021;366561;2021Q1;4982720,28;4388382,33;5398,0
2021;366561;2021Q2;5204978,22;5754587,01;5430,0
2021;366561;2021Q3;5323225,23;5770653,68;5557,0
2021;366561;2021Q4;5546098,33;5917354,51;5734,0
2021;369373;2021Q1;48060,5;17127,58;493,0
2021;369373;2021Q2;49455,66;17530,81;495,0
2021;369373;2021Q3;51913,22;22681,35;543,0
2021;369373;2021Q4;97541,51;125878,8;755,0
2021;372609;2021Q1;6362907,0;4747927,07;9222,0
2021;372609;2021Q2;6431342,46;4707927,69;9107,0
2021;372609;2021Q3;6447259,92;4412998,23;9047,0
2021;372609;2021Q4;6547344,67;5004096,45;9754,0
2021;385255;2021Q1;28727,62;1407076,82;3689,0
2021;385255;2021Q2;37196,42;1415120,58;3635,0
2021;385255;2021Q3;40282,26;1396697,0;3471,0
2021;385255;2021Q4;39451,09;1461011,17;3545,0
2021;392391;2021Q1;16152233,4;11251555,1;23007,0
2021;392391;2021Q2;16712391,78;12583902,92;23421,0
2021;392391;2021Q3;17163084,27;14747371,19;23701,0
2021;392391;2021Q4;17744751,9;12197530,5;24291,0
2021;394734;2021Q1;3802019,49;7378616,48;18129,0
2021;394734;2021Q2;3671679,73;7501250,52;18509,0
2021;394734;2021Q3;3398116,99;6720017,12;19558,0
2021;394734;2021Q4;3294686,43;6745606,98;19344,0
2021;401081;2021Q1;10086686,21;5762557,81;20307,0
2021;401081;2021Q2;10230757,99;5944912,58;21211,0
2021;401081;2021Q3;11766414,16;6770550,15;23304,0
2021;401081;2021Q4;13153896,1;7752351,38;24308,0
2021;411752;2021Q1;486883,63;215451,03;973,0
2021;411752;2021Q2;507704,16;1611142,88;1003,0
2021;411752;2021Q3;1851900,11;3462059,41;1014,0
2021;411752;2021Q4;3230981,83;2537023,47;1026,0
2021;412538;2021Q1;19200,92;371112,52;1,0
2021;412538;2021Q2;22324,03;669268,62;1,0
2021;412538;2021Q3;22699,38;587827,95;1,0
2021;412538;2021Q4;22139,39;589510,94;1,0
2021;414131;2021Q1;437345,71;191296,1;1169,0
2021;414131;2021Q2;402068,1;270518,69;1136,0
2021;414131;2021Q3;375325,63;253544,37;1154,0
2021;414131;2021Q4;425319,4;144634,33;1283,0
2021;414352;2021Q1;18488385,73;12670250,95;13791,0
2021;414352;2021Q2;19466077,55;13634567,5;14264,0
2021;414352;2021Q3;19894359,13;13575892,71;14991,0
2021;414352;2021Q4;20075129,65;12650513,37;15750,0
2021;414492;2021Q1;31683215,4;24158516,78;20716,0
2021;414492;2021Q2;37365045,21;34088608,730000004;20791,0
2021;414492;2021Q3;37146865,1;28317373,0;20554,0
2021;414492;2021Q4;36448674,87;19761342,19;20254,0
2021;414581;2021Q1;4434185,89;3360274,91;6433,0
2021;414581;2021Q2;4617739,5;3698020,94;6545,0
2021;414581;2021Q3;4812071,55;4259611,98;7005,0
2021;414581;2021Q4;5463879,5;4991367,52;7590,0
2021;414930;2021Q1;6320142,35;6633764,6;4529,0
2021;414930;2021Q2;6258389,52;6657355,04;4466,0
2021;414930;2021Q3;6674788,72;6964931,71;4395,0
2021;414930;2021Q4;6390578,0;5996512,84;4280,0
2021;415111;2021Q1;1214658,2;824755,99;2866,0
2021;415111;2021Q2;1230000,29;1134219,9;3097,0
2021;415111;2021Q3;1212919,19;2576040,03;3046,0
2021;415111;2021Q4;1167849,93;2696896,13;3056,0
2021;415693;2021Q1;3644474,24;2949955,87;2493,0
2021;415693;2021Q2;3605325,09;2878169,22;2437,0
2021;415693;2021Q3;3594836,79;2519621,25;2352,0
2021;415693;2021Q4;3552582,01;2950114,19;2326,0
2021;415774;2021Q1;8206951,48;7638290,75;8802,0
2021;415774;2021Q2;8210712,46;7454026,07;9494,0
2021;415774;2021Q3;9862205,4;8852122,8;10668,0
2021;415774;2021Q4;9170731,76;9481613,26;8101,0
2021;416495;2021Q1;528375,02;429076,68;654,0
2021;416495;2021Q2;531661,65;329773,22;680,0
2021;416495;2021Q3;586313,26;360181,25;800,0
2021;416495;2021Q4;680990,09;492440,68;859,0
2021;416738;2021Q1;2875025,89;1264022,0;4515,0
2021;416738;2021Q2;2930964,33;1812401,46;4542,0
2021;416738;2021Q3;3032138,23;2180034,39;4582,0
2021;416738;2021Q4;3046628,19;2128519,77;4530,0
2021;417530;2021Q1;15690427,03;13501802,68;12453,0
2021;417530;2021Q2;16065477,89;14445372,46;12386,0
2021;417530;2021Q3;15541234,67;13684242,33;12323,0
2021;417530;2021Q4;15739417,07;14255701,53;12243,0
2021;417599;2021Q1;499529,87;312620,65;971,0
2021;417599;2021Q2;443515,36;594734,46;988,0
2021;417599;2021Q3;500285,28;373996,61;1050,0
2021;417599;2021Q4;566639,44;374754,99;1136,0
2021;418021;2021Q1;22504446,73;18040278,42;21238,0
2021;418021;2021Q2;22839494,41;17890686,11;21526,0
2021;418021;2021Q3;22772820,3;15741359,84;21901,0
2021;418021;2021Q4;23309867,1;14606777,96;22708,0
2021;418170;2021Q1;17020934,55;12972757,22;20378,0
2021;418170;2021Q2;15964811,92;13753904,25;19767,0
2021;418170;2021Q3;15654683,14;14159731,88;19433,0
2021;418170;2021Q4;18693410,32;12912047,52;35604,0
2021;419141;2021Q1;164410,25;89515,77;163,0
2021;419141;2021Q2;203381,41;235151,73;161,0
2021;419141;2021Q3;196602,77;122973,86;150,0
2021;419141;2021Q4;185625,94;93243,66;145,0
2021;419249;2021Q1;2644401,94;3234859,27;4013,0
2021;419249;2021Q2;3061176,82;4682200,74;4081,0
2021;419249;2021Q3;7656604,85;5615760,73;4197,0
2021;419249;2021Q4;7904864,26;5241645,84;4264,0
2021;420158;2021Q1;11422266,26;8013210,13;10455,0
2021;420158;2021Q2;12208917,57;8534711,07;10381,0
2021;420158;2021Q3;12186017,71;9782499,65;10361,0
2021;420158;2021Q4;12800053,13;7691059,83;10235,0
2021;420166;2021Q1;1563861,99;1458978,95;5112,0
2021;420166;2021Q2;1561090,41;1032239,85;5294,0
2021;420166;2021Q3;1599349,21;1084529,36;5395,0
2021;420166;2021Q4;1608332,04;4594409,52;5484,0
2021;421421;2021Q1;9116,87;2413,57;18,0
2021;421421;2021Q2;37870,78;31207,97;37,0
2021;421421;2021Q3;85257,34;31631,76;48,0
2021;421421;2021Q4;102486,69;134972,85;62,0
2018;306649;2018Q1;3771262,9621200357;2632995,609757273;7374,0
2018;306649;2018Q2;3841776,066689174;2886664,59300137;7574,0
2018;306649;2018Q3;3995712,4948003134;2854612,14960481;7490,0
2018;306649;2018Q4;4096723,526390477;2863398,447636548;7518,0
2018;320111;2018Q1;23075638,53313768;24775258,12157475;44099,0
2018;320111;2018Q2;23507094,766561422;27162164,698258817;43012,0
2018;320111;2018Q3;24449002,40011931;26860566,186041724;42145,0
2018;320111;2018Q4;25067069,63018158;26943241,14412472;41343,0
2018;400190;2018Q1;1094,4159829844884;390494,50946877955;462,0
2018;400190;2018Q2;1114,8788012566304;428115,66797442525;453,0
2018;400190;2018Q3;1159,550967843939;423362,03180616396;452,0
2018;400190;2018Q4;1188,8642479149423;424665,11075063143;445,0
2018;403962;2018Q1;873946,9516444181;637278,0338100661;5322,0
2018;403962;2018Q2;890287,5551526232;698674,8968664763;5360,0
2018;403962;2018Q3;925960,5573924702;690917,0722689445;5459,0
2018;403962;2018Q4;949368,7058104888;693043,6670545132;5359,0
2018;410047;2018Q1;1035,0549057870371;70,8267982786545;2619,0
2018;410047;2018Q2;1054,4078216509397;77,65041843176114;2623,0
2018;410047;2018Q3;1096,656971788749;76,78821724374039;2524,0
2018;410047;2018Q4;1124,380300773274;77,02456604584394;2494,0
2018;416398;2018Q1;61239,236611023196;40528,547108801526;3945,0
2018;416398;2018Q2;62384,25586273292;44433,162558729266;2131,0
2018;416398;2018Q3;64883,93552942325;43939,79334940141;2106,0
2018;416398;2018Q4;66524,19199682063;44075,03698306781;2260,0
2018;417947;2018Q1;2157146,2110949927;1847723,384183793;3594,0
2018;417947;2018Q2;2197479,403948867;2025737,3962259374;3488,0
2018;417947;2018Q3;2285530,3794403165;2003244,3662472393;3430,0
2018;417947;2018Q4;2343308,255515823;2009410,2133430296;3351,0
2019;306649;2019Q1;3963441,7927224357;2558398,5643405626;7268,0
2019;306649;2019Q2;4158382,835414528;3046830,0451157545;6447,0
2019;306649;2019Q3;4270404,684407164;3148156,0255187717;6222,0
2019;306649;2019Q4;4350992,247455872;3248325,2350249127;6312,0
2019;320111;2019Q1;24719806,841124333;24075003,648578793;40954,0
2019;320111;2019Q2;25935645,28981916;28671234,214700304;41130,0
2019;320111;2019Q3;26634320,485243563;29624730,429832537;40922,0
2019;320111;2019Q4;27136941,46381295;30567341,21688838;40469,0
2019;335614;2019Q1;5525,799892527006;1978,0616654833148;
2019;335614;2019Q2;5797,585186494234;2355,6993024813196;2,0
2019;335614;2019Q3;5953,765181936781;2434,0409027098135;2,0
2019;335614;2019Q4;6066,119739041978;2511,4881293255526;8,0
2019;400190;2019Q1;555,620173769254;149180,47342128714;442,0
2019;400190;2019Q2;582,9482339956515;177660,961391966;430,0
2019;400190;2019Q3;598,652160647868;183569,2893347212;423,0
2019;400190;2019Q4;609,9494315872267;189410,16585202565;419,0
2019;403962;2019Q1;3803481,56472994;2387064,1899397187;5329,0
2019;403962;2019Q2;3990554,9975857083;2842785,715603649;5297,0
2019;403962;2019Q3;4098055,765800041;2937325,9575744774;5242,0
2019;403962;2019Q4;4175390,90188431;3030786,8968821536;5242,0
2019;416398;2019Q1;821659,4085571563;535629,7558040394;2992,0
2019;416398;2019Q2;862072,5520366465;637888,4259038074;3253,0
2019;416398;2019Q3;885295,7532345997;659102,1691009554;3222,0
2019;416398;2019Q4;902002,3261715976;680073,7291911978;3240,0
2019;417947;2019Q1;2159737,8082689517;1740381,767656277;3267,0
2019;417947;2019Q2;2265964,053614235;2072643,2282976166;3127,0
2019;417947;2019Q3;2327006,409040227;2141571,4599426975;3070,0
2019;417947;2019Q4;2370919,759076585;2209712,7841034085;3106,0
2020;306649;2020Q1;4313778,022442793;2649579,439455217;6064,0
2020;306649;2020Q2;4361259,964501712;2200046,690699847;6013,0
2020;306649;2020Q3;4398982,1864516465;2518045,316513181;5880,0
2020;306649;2020Q4;4359500,046603849;2837599,713331755;5861,0
2020;320111;2020Q1;19395323,369334668;17852217,831455115;37177,0
2020;320111;2020Q2;19608808,53608306;14823376,184494073;36326,0
2020;320111;2020Q3;19778412,694925357;16965973,101418473;34271,0
2020;320111;2020Q4;19600895,709656913;19119052,42263233;33871,0
2020;325236;2020Q1;53510,89996488523;15439,568010377854;12,0
2020;325236;2020Q2;54099,89676500674;12820,061176973491;100,0
2020;325236;2020Q3;54567,82766796801;14673,095412271294;200,0
2020;325236;2020Q4;54078,06560214;16535,19540037736;275,0
2020;335614;2020Q1;303602,23655111156;176076,6943495109;31,0
2020;335614;2020Q2;306943,99955557764;146203,1833975353;38,0
2020;335614;2020Q3;309598,87676346704;167335,64917950542;36,0
2020;335614;2020Q4;306820,1371298437;188571,50307344837;27,0
2020;400190;2020Q1;22982,635012047507;374631,026322831;413,0
2020;400190;2020Q2;23235,60587385958;311070,4051449378;408,0
2020;400190;2020Q3;23436,57960371039;356033,06970357965;400,0
2020;400190;2020Q4;23226,229510382527;401215,7088286516;1185,0
2020;403962;2020Q1;4047330,9375721277;2530337,325846278;5219,0
2020;403962;2020Q2;4091880,084994935;2101035,4236546354;5226,0
2020;403962;2020Q3;4127272,336320254;2404722,786441821;5374,0
2020;403962;2020Q4;4090228,8711126843;2709895,9040572653;5481,0
2020;410047;2020Q1;2350106,9788760254;1795031,3394299124;10206,0
2020;410047;2020Q2;2375974,708467745;1490482,8665289166;10406,0
2020;410047;2020Q3;2396525,4314307803;1705919,8867331296;11078,0
2020;410047;2020Q4;2375015,921225449;1922410,9073080414;14873,0
2020;413330;2020Q1;84975,4789584545;54533,23094996762;365,0
2020;413330;2020Q2;85910,80774619992;45281,01799782801;314,0
2020;413330;2020Q3;86653,8835050582;51826,01613791642;273,0
2020;413330;2020Q4;85876,1397902874;58403,034914287935;252,0
2020;416398;2020Q1;2163731,055837746;1953978,5697003289;3316,0
2020;416398;2020Q2;2187547,337549477;1622462,8037012238;3439,0
2020;416398;2020Q3;2206468,279402219;1856976,436612403;3390,0
2020;416398;2020Q4;2186664,5872105584;2092637,399986044;3349,0
2020;417947;2020Q1;2741440,765662517;2044501,0853856364;3285,0
2020;417947;2020Q2;2771615,923242701;1697627,0950984405;3660,0
2020;417947;2020Q3;2795588,6998869567;1943005,1071501118;4283,0
2020;417947;2020Q4;2770497,481207826;2189583,6023658123;4874,0
2020;419516;2020Q1;3644,963136274482;168341,1924337687;901,0
2020;419516;2020Q2;3685,083403831846;139780,10162946038;1033,0
2020;419516;2020Q3;3716,957113538405;159984,16385328386;1287,0
2020;419516;2020Q4;3683,5963463552666;180287,07208348703;1429,0
2021;306649;2021Q1;3234393,9622402494;2588817,7438917775;5399,0
2021;306649;2021Q2;3284518,1218732987;2777230,2175039467;5191,0
2021;306649;2021Q3;3359946,716762673;2878501,0887053204;5082,0
2021;306649;2021Q4;3414285,1791237793;2923540,029898956;5039,0
2021;320111;2021Q1;18177409,729613975;14201152,902160283;33800,0
2021;320111;2021Q2;18459109,299190044;15234703,58480444;34107,0
2021;320111;2021Q3;18883020,69979245;15790232,505238868;34812,0
2021;320111;2021Q4;19188404,801403526;16037296,977796406;18869,0
2021;325236;2021Q1;187311,53844971373;56852,2582059088;364,0
2021;325236;2021Q2;190214,3491660256;60989,92862488164;385,0
2021;325236;2021Q3;194582,6006272802;63213,90817379442;388,0
2021;325236;2021Q4;197729,47175698046;64202,99499541517;394,0
2021;335614;2021Q1;213523,02117883845;137084,53685830455;22,0
2021;335614;2021Q2;216832,03737286016;147061,46039585097;18,0
2021;335614;2021Q3;221811,56109572123;152424,01266845997;2,0
2021;335614;2021Q4;225398,79035258014;154808,9400773846;2,0
2021;346870;2021Q1;742,3526504731535;758,1781863806078;
2021;346870;2021Q2;753,8570631052377;813,3579022458164;28,0
2021;346870;2021Q3;771,1693070654043;843,0167554585636;61,0
2021;346870;2021Q4;783,6409793562043;856,2071559150125;81,0
2021;400190;2021Q1;2200235,2179189483;1608457,785394285;3340,0
2021;400190;2021Q2;2234332,7776413388;1725520,2981037768;6530,0
2021;400190;2021Q3;2285643,9824145488;1788440,8809071989;8958,0
2021;400190;2021Q4;2322608,3720251634;1816424,0155947395;8054,0
2021;403962;2021Q1;4685307,2976404615;2965676,2272329573;5557,0
2021;403962;2021Q2;4757916,600544971;3181516,216441995;5687,0
2021;403962;2021Q3;4867181,6283096075;3297529,2559623388;5767,0
2021;403962;2021Q4;4945895,723504961;3349124,590362709;5876,0
2021;410047;2021Q1;5755584,035431321;9560122,12873429;18068,0
2021;410047;2021Q2;5844779,667237896;10255901,606667506;20438,0
2021;410047;2021Q3;5979004,384952742;10629879,99856195;22578,0
2021;410047;2021Q4;6075699,342378042;10796202,166036261;25230,0
2021;413194;2021Q1;571430,3943794554;634385,7503186539;1123,0
2021;413194;2021Q2;580285,9848367209;680555,933107252;1139,0
2021;413194;2021Q3;593612,1882084553;705372,202141289;1255,0
2021;413194;2021Q4;603212,3325753689;716408,9244328049;1306,0
2021;413330;2021Q1;147943,2514855795;93295,15685785493;242,0
2021;413330;2021Q2;150235,9626520817;100085,11776611059;236,0
2021;413330;2021Q3;153686,1148948819;103734,6917216956;230,0
2021;413330;2021Q4;156171,5909674568;105357,79365433886;217,0
2021;416398;2021Q1;2597601,4342942303;2162457,2528408254;3448,0
2021;416398;2021Q2;2637857,0712004467;2319839,486893277;3132,0
2021;416398;2021Q3;2698435,1666825837;2404431,7415808183;3211,0
2021;416398;2021Q4;2742075,3878227407;2442053,0786850806;3232,0
2021;417947;2021Q1;3370223,285254605;2711539,2413275163;5117,0
2021;417947;2021Q2;3422452,4236716563;2908883,3057987997;5504,0
2021;417947;2021Q3;3501048,6645248057;3014954,8675817247;5953,0
2021;417947;2021Q4;3557669,086548933;3062128,8552919584;6787,0
2021;419516;2021Q1;2856001,9265153212;1486390,8748543058;1676,0
2021;419516;2021Q2;2900262,0562794134;1594569,4371137132;1749,0
2021;419516;2021Q3;2966866,2531810137;1652714,9358447203;1741,0
2021;419516;2021Q4;3014847,654024252;1678574,4121872613;1752,0
2021;422029;2021Q1;7165,218186752036;1484,8030901204447;
2021;422029;2021Q2;7276,259248660779;1592,8660944384035;11,0
2021;422029;2021Q3;7443,35773641833;1650,9494812870046;23,0
2021;422029;2021Q4;7563,7348281688555;1676,7813341541482;28,0
